CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,26,5056562964019,2.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,MULTICOLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,27,5056562966181,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,28,5056562963999,6.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,29,5056562968246,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,PURPLE C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,30,5056562966136,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,31,5056562967683,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,32,5056562969083,3.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,33,5056562968765,2.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,PLUM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,34,5056562966761,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,35,5056562967768,2.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,36,5056562964262,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,MUSTARD
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,37,5056562967690,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,38,5056562968550,1.0,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BLACK
