CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,17,5056562964422,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,18,5056562966563,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,MAGENTA
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,19,5056562967218,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,20,5056562967362,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,GREEN COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,21,5056562968611,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,22,5056562967638,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,23,5056562967454,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,24,5056562966167,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,25,5056562968871,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,GREY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,26,5056562964613,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,27,5056562966150,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,28,5056562964620,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L/XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,29,5056562968109,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,30,5056562966303,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,31,5056562965146,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,32,5056562967096,2.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,33,5056562968628,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,34,5056562964071,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,35,5056562965696,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BLACK COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,36,5056562967065,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,37,5056562964088,2.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,38,5056562964880,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,39,5056562965603,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,SILVER
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,40,5056562964026,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,LAVENDER
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,41,5056562966907,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,42,5056562966044,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,43,5056562967522,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,LIGHT TEAL
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,44,5056562966730,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,45,5056562967591,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,46,5056562967508,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,47,5056562967485,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,48,5056562968758,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,PLUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,49,5056562966556,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,MAGENTA
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,50,5056562966006,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,51,5056562967461,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,52,5056562967133,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,53,5056562969144,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,PURPLE C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,54,5056562964606,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,55,5056562965306,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,56,5056562967942,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,57,5056562967188,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,58,5056562966990,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,59,5056562968710,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,GREEN COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,60,5056562965672,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,61,5056562966846,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BLACK/WHIT
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,62,5056562965726,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-01-26,AB1D/1686,63,5056562967010,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,1,5056562969182,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,2,5056562969199,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,3,5056562966587,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,4,5056562966891,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,5,5056562967195,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,6,5056562966204,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,XL,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,7,5056562968093,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L/XL,BEIGE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,8,5056562967034,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,9,5056562967409,2.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,10,5056562968123,2.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,11,5056562966457,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,DARK GREEN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,12,5056562964422,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,13,5056562967218,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,14,5056562966211,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BLACK/WHIT
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,15,5056562967669,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,16,5056562967249,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,BLACK/OFF
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,17,5056562966358,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,M,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,18,5056562966365,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,19,5056562964613,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,20,5056562967393,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,21,5056562964620,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L/XL,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,22,5056562965481,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,DUSTY ROSE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,23,5056562967294,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,CAMEL
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,24,5056562964873,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,S,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-01-26,AB1D/1687,25,5056562967331,1.0,,,,,2026-01-26,LEEM,DestinationCompany,AB,L,DUSTY ROSE
