CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,11,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,PETROLEUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,12,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,L/XL,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,13,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,14,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,PURPLE C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,15,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK GOLD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,16,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,17,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,MULTICOLOR
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,18,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,DUSTY ROSE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,19,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,20,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,21,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,22,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,23,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,PURPLE C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,24,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,25,5.05656E+12,3,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,26,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,27,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,28,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,GREEN COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,29,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,30,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,PLUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,31,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK/WHIT
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,32,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,33,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,GREY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,34,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,35,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,36,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L/XL,DUSTY PINK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,37,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,DUSTY ROSE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,38,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,39,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,RUST COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,40,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,BLACK/WHIT
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,41,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,DUSTY ROSE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,42,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,43,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,DARK GREY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,44,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,PLUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,45,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,46,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK/OFF
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,47,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,48,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,49,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BLACK/WHIT
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,50,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,51,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,52,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,53,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,54,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,2026-02-02,AB1D/1691,55,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,EMERALD
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,1,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,2,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,3,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,GREY MELAN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,4,5.05656E+12,3,,,,,2026-02-02,LEEM,DestinationCompany,AB,L/XL,BEIGE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,5,5.05656E+12,8,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,PURPLE C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,6,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,7,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,8,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,9,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,10,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,11,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,PLUM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,12,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,DENIM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,13,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,EMERALD
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,14,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,15,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S/M,BLACK/WHIT
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,16,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,17,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,18,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,19,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,BLACK GREY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,20,5.05656E+12,4,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,MULTICOLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,21,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,22,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,23,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,24,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,25,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BEIGE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,26,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,MULTICOLOR
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,27,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,M,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,28,5.05656E+12,6,,,,,2026-02-02,LEEM,DestinationCompany,AB,U,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,29,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,PURPLE C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,30,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,31,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,32,5.05656E+12,3,,,,,2026-02-02,LEEM,DestinationCompany,AB,L,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,33,5.05656E+12,2,,,,,2026-02-02,LEEM,DestinationCompany,AB,XL,PLUM
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,2026-02-02,AB1D/1692,34,5.05656E+12,1,,,,,2026-02-02,LEEM,DestinationCompany,AB,S,BLACK
