CUSTOMERCODE,CUSTOMERNAME,PRIMARYCOMPANY,CUSTOMERTYPECODE,CUSTCURRENCYCODE,COUNTRYCODE,STATECODE,OTHERSTATENAME,CITYCODE,OTHERCITYNAME,ADDRESSLINE1,ADDRESSLINE2,POSTBOXNUMBER,POSTALCODE,CONTACTNAME,INTERNATIONALDIALINGCODE,AREADIALINGCODE,PHONENUMBER,PHONEEXTENSIONNUMBER,MOBILENUMBER,FAXNUMBER,EMAIL,SOCUSTOMERCODE,SALESORDERTYPE,CUSTOMERBILLTO,CUSTOMERSHIPTO,SHIPPINGMODE,TRADETERM,SALESORDERDATE,CUSTOMERORDERNO,CUSTOMERORDERLINENO,PARTCODE,ALLOCATEDQTY,PARTBATCHNO,SERIALNO,EXPIRYDATE,ADDITIONALINFORMATION,ESTTIMEOFDELIVERY,ORIGINCOMPANY,DESTINATIONCOMPANY,WAREHOUSE,SIZE,COLOR
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,11,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,12,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,VANILLA
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,13,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,14,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,15,5.06E+12,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,16,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,PETROLEUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,17,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,18,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,MAGENTA
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,19,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,20,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,GREEN COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,21,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,22,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,23,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,24,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,25,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,GREY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,26,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,27,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,28,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L/XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,29,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,30,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,31,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,32,5.06E+12,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,33,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,34,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,35,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BLACK COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,36,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,37,5.06E+12,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BEIGE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,38,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,39,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,SILVER
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,40,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,LAVENDER
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,41,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,42,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,43,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,LIGHT TEAL
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,44,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,45,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BROWN
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,46,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,47,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,48,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,PLUM
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,49,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,MAGENTA
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,50,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,51,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,EMERALD
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,52,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,53,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,PURPLE C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,54,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,55,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,56,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,57,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,OFF WHITE
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,58,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BURGUNDY C
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,59,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,GREEN COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,60,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BURGUNDY
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,61,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BLACK/WHIT
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,62,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK COMB
7,LEEM MIRDIF,LEEM,,AED,AE,,,,DUBAI,CITY CENTER MIRDIF,,,,LEEM MIRDIF,,,,,,,,,SALE,7,7,AIR,EXW,26-01-2026,AB1D/1686,63,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,1,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,2,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,3,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,GREEN COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,4,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,5,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,6,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,XL,BLACK
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,7,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L/XL,BEIGE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,8,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,9,5.06E+12,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,10,5.06E+12,2,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,OFF WHITE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,11,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,DARK GREEN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,12,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,13,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,14,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BLACK/WHIT
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,15,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BURGUNDY C
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,16,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,BLACK/OFF
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,17,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,M,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,18,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,RUST COMB
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,19,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S/M,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,20,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,VANILLA
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,21,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L/XL,BURGUNDY
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,22,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,DUSTY ROSE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,23,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,CAMEL
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,24,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,BROWN
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,25,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,L,DUSTY ROSE
8,LEEM MERCATO,LEEM,,AED,AE,,,,DUBAI,JUMERAH,,,,LEEM MERCATO,,,,,,,,,SALE,8,8,AIR,EXW,26-01-2026,AB1D/1687,26,5.06E+12,1,,,,,26-01-2026,LEEM,DestinationCompany,AB,S,GREEN COMB
